X,Y,Z,N1,N2,N3,N4,N5,N6,N7,N8,W1,W2,W3,W4,W5,W6,W7,W8,W9,W0,F1,F2,Electricity,Start_Time,Phone_MAC,Phone_Brand,Phone_Android,Scan_Duration,Scan_Interval,Tx_Power,TRUE,t_cluster,t_sort,f_cluster,f_sort
330,510,0,-89,-86,-69,-76,-75,-73,-78,-74,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021/12/28 20:38,B4:0B:44:F3:74:66,smartisan,7.1.1,29930,0,0,330510,0,0,5,3
330,510,0,-89,-86,-68,-77,-77,-75,-77,-74,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021/12/28 20:38,B4:0B:44:F3:74:66,smartisan,7.1.1,29930,0,0,330510,0,0,5,3
330,510,0,-88,-86,-68,-78,-74,-73,-76,-73,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021/12/28 20:39,B4:0B:44:F3:74:66,smartisan,7.1.1,29953,0,0,330510,0,0,5,3
330,510,0,-76,-83,-68,-77,-74,-74,-79,-74,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021/12/28 20:39,B4:0B:44:F3:74:66,smartisan,7.1.1,29953,0,0,330510,0,0,5,3
330,510,0,-83,-68,-68,-78,-75,-73,-78,-73,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021/12/28 20:39,B4:0B:44:F3:74:66,smartisan,7.1.1,29993,0,0,330510,0,0,0,1
330,510,0,-90,-85,-68,-78,-75,-75,-85,-72,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021/12/28 20:40,B4:0B:44:F3:74:66,smartisan,7.1.1,30006,0,0,330510,0,0,5,3
330,510,0,-87,-87,-68,-77,-77,-72,-84,-77,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021/12/28 20:41,B4:0B:44:F3:74:66,smartisan,7.1.1,29656,0,0,330510,0,0,5,3
330,510,0,-86,-87,-68,-76,-77,-73,-78,-78,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021/12/28 20:41,B4:0B:44:F3:74:66,smartisan,7.1.1,29656,0,0,330510,0,0,5,3
330,510,0,-79,-78,-86,-73,-79,-68,-74,-70,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:09,B4:0B:44:F3:74:66,smartisan,7.1.1,29979,0,0,330510,0,0,7,2
330,510,0,-76,-79,-87,-74,-83,-65,-71,-73,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:09,B4:0B:44:F3:74:66,smartisan,7.1.1,29979,0,0,330510,0,0,7,2
330,510,0,-78,-77,-83,-76,-77,-68,-70,-74,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:09,B4:0B:44:F3:74:66,smartisan,7.1.1,29979,0,0,330510,0,0,7,2
330,510,0,-78,-80,-81,-73,-74,-65,-71,-74,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:09,B4:0B:44:F3:74:66,smartisan,7.1.1,29979,0,0,330510,0,0,7,2
330,510,0,-80,-80,-86,-72,-82,-66,-71,-74,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:09,B4:0B:44:F3:74:66,smartisan,7.1.1,29979,0,0,330510,0,0,7,2
330,510,0,-80,-80,-82,-84,-84,-64,-71,-75,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:09,B4:0B:44:F3:74:66,smartisan,7.1.1,29979,0,0,330510,0,0,7,2
330,510,0,-78,-79,-81,-84,-80,-66,-71,-72,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:09,B4:0B:44:F3:74:66,smartisan,7.1.1,29979,0,0,330510,0,0,7,2
330,510,0,-76,-80,-81,-84,-68,-73,-72,-72,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:09,B4:0B:44:F3:74:66,smartisan,7.1.1,29979,0,0,330510,0,0,3,0
330,510,0,-76,-80,-83,-84,-69,-71,-72,-73,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:09,B4:0B:44:F3:74:66,smartisan,7.1.1,29979,0,0,330510,0,0,3,0
330,510,0,-77,-72,-80,-85,-68,-70,-72,-73,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:09,B4:0B:44:F3:74:66,smartisan,7.1.1,29979,0,0,330510,0,0,3,0
330,510,0,-76,-72,-79,-75,-69,-71,-71,-72,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:09,B4:0B:44:F3:74:66,smartisan,7.1.1,29979,0,0,330510,0,0,3,0
330,510,0,-86,-72,-79,-75,-70,-71,-73,-72,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:09,B4:0B:44:F3:74:66,smartisan,7.1.1,29979,0,0,330510,0,0,0,1
330,510,0,-86,-72,-79,-75,-69,-72,-72,-72,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:09,B4:0B:44:F3:74:66,smartisan,7.1.1,29979,0,0,330510,0,0,0,1
330,510,0,-86,-72,-79,-75,-68,-72,-73,-72,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:09,B4:0B:44:F3:74:66,smartisan,7.1.1,29979,0,0,330510,0,0,0,1
330,510,0,-86,-72,-79,-76,-68,-71,-72,-72,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:09,B4:0B:44:F3:74:66,smartisan,7.1.1,29979,0,0,330510,0,0,0,1
330,510,0,-86,-75,-80,-76,-68,-71,-72,-78,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:09,B4:0B:44:F3:74:66,smartisan,7.1.1,29979,0,0,330510,0,0,0,1
330,510,0,-87,-75,-81,-76,-71,-71,-74,-83,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:09,B4:0B:44:F3:74:66,smartisan,7.1.1,29979,0,0,330510,0,0,0,1
330,510,0,-87,-75,-82,-85,-71,-72,-75,-78,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:09,B4:0B:44:F3:74:66,smartisan,7.1.1,29979,0,0,330510,0,0,0,1
330,510,0,-79,-75,-82,-86,-71,-71,-74,-78,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:09,B4:0B:44:F3:74:66,smartisan,7.1.1,29979,0,0,330510,0,0,3,0
330,510,0,-78,-75,-82,-85,-71,-71,-74,-78,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:09,B4:0B:44:F3:74:66,smartisan,7.1.1,29979,0,0,330510,0,0,3,0
330,510,0,-78,-77,-86,-72,-75,-64,-71,-70,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:10,B4:0B:44:F3:74:66,smartisan,7.1.1,29858,0,0,330510,0,0,7,2
330,510,0,-79,-77,-82,-75,-84,-65,-69,-72,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:10,B4:0B:44:F3:74:66,smartisan,7.1.1,29858,0,0,330510,0,0,7,2
330,510,0,-79,-79,-80,-74,-76,-64,-71,-74,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:10,B4:0B:44:F3:74:66,smartisan,7.1.1,29858,0,0,330510,0,0,7,2
330,510,0,-80,-81,-82,-77,-77,-65,-71,-74,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:10,B4:0B:44:F3:74:66,smartisan,7.1.1,29858,0,0,330510,0,0,7,2
330,510,0,-79,-81,-82,-77,-77,-65,-70,-73,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:10,B4:0B:44:F3:74:66,smartisan,7.1.1,29858,0,0,330510,0,0,7,2
330,510,0,-76,-80,-87,-76,-74,-64,-70,-74,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:10,B4:0B:44:F3:74:66,smartisan,7.1.1,29858,0,0,330510,0,0,7,2
330,510,0,-76,-79,-84,-76,-68,-71,-70,-73,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:10,B4:0B:44:F3:74:66,smartisan,7.1.1,29858,0,0,330510,0,0,3,0
330,510,0,-76,-80,-82,-86,-68,-72,-72,-73,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:10,B4:0B:44:F3:74:66,smartisan,7.1.1,29858,0,0,330510,0,0,3,0
330,510,0,-76,-72,-79,-81,-70,-72,-72,-73,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:10,B4:0B:44:F3:74:66,smartisan,7.1.1,29858,0,0,330510,0,0,3,0
330,510,0,-76,-70,-79,-84,-69,-72,-72,-72,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:10,B4:0B:44:F3:74:66,smartisan,7.1.1,29858,0,0,330510,0,0,3,0
330,510,0,-76,-72,-80,-84,-68,-72,-72,-72,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:10,B4:0B:44:F3:74:66,smartisan,7.1.1,29858,0,0,330510,0,0,3,0
330,510,0,-86,-72,-82,-75,-68,-72,-73,-73,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:10,B4:0B:44:F3:74:66,smartisan,7.1.1,29858,0,0,330510,0,0,0,1
330,510,0,-90,-72,-80,-75,-68,-71,-72,-73,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:10,B4:0B:44:F3:74:66,smartisan,7.1.1,29858,0,0,330510,0,0,0,1
330,510,0,-87,-72,-79,-75,-68,-71,-72,-72,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:10,B4:0B:44:F3:74:66,smartisan,7.1.1,29858,0,0,330510,0,0,0,1
330,510,0,-86,-72,-79,-75,-68,-71,-72,-72,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:10,B4:0B:44:F3:74:66,smartisan,7.1.1,29858,0,0,330510,0,0,0,1
330,510,0,-86,-75,-80,-76,-71,-71,-72,-72,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:10,B4:0B:44:F3:74:66,smartisan,7.1.1,29858,0,0,330510,0,0,0,1
330,510,0,-86,-75,-79,-76,-71,-71,-74,-81,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:10,B4:0B:44:F3:74:66,smartisan,7.1.1,29858,0,0,330510,0,0,0,1
330,510,0,-79,-75,-83,-76,-71,-72,-74,-78,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:10,B4:0B:44:F3:74:66,smartisan,7.1.1,29858,0,0,330510,0,0,3,0
330,510,0,-78,-75,-83,-76,-71,-71,-74,-78,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:10,B4:0B:44:F3:74:66,smartisan,7.1.1,29858,0,0,330510,0,0,3,0
330,510,0,-79,-75,-82,-76,-71,-71,-74,-78,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:10,B4:0B:44:F3:74:66,smartisan,7.1.1,29858,0,0,330510,0,0,3,0
330,510,0,-79,-75,-81,-85,-71,-64,-74,-78,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:10,B4:0B:44:F3:74:66,smartisan,7.1.1,29858,0,0,330510,0,0,3,0
330,510,0,-79,-75,-82,-86,-71,-65,-75,-78,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:10,B4:0B:44:F3:74:66,smartisan,7.1.1,29858,0,0,330510,0,0,3,0
330,510,0,-78,-75,-84,-84,-76,-64,-74,-78,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:10,B4:0B:44:F3:74:66,smartisan,7.1.1,29858,0,0,330510,0,0,7,2
330,510,0,-79,-78,-84,-85,-76,-64,-71,-74,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:10,B4:0B:44:F3:74:66,smartisan,7.1.1,29858,0,0,330510,0,0,7,2
330,510,0,-79,-76,-85,-75,-76,-65,-71,-73,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:11,B4:0B:44:F3:74:66,smartisan,7.1.1,29889,0,0,330510,0,0,7,2
330,510,0,-78,-79,-82,-76,-76,-65,-72,-72,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:11,B4:0B:44:F3:74:66,smartisan,7.1.1,29889,0,0,330510,0,0,7,2
330,510,0,-78,-72,-81,-76,-68,-70,-72,-72,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:11,B4:0B:44:F3:74:66,smartisan,7.1.1,29889,0,0,330510,0,0,3,0
330,510,0,-79,-72,-84,-84,-68,-72,-72,-72,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:11,B4:0B:44:F3:74:66,smartisan,7.1.1,29889,0,0,330510,0,0,3,0
330,510,0,-79,-72,-80,-75,-69,-72,-72,-72,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:11,B4:0B:44:F3:74:66,smartisan,7.1.1,29889,0,0,330510,0,0,3,0
330,510,0,-76,-72,-80,-74,-69,-72,-72,-72,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:11,B4:0B:44:F3:74:66,smartisan,7.1.1,29889,0,0,330510,0,0,3,0
330,510,0,-76,-72,-79,-74,-69,-72,-72,-72,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:11,B4:0B:44:F3:74:66,smartisan,7.1.1,29889,0,0,330510,0,0,3,0
330,510,0,-76,-72,-80,-76,-68,-72,-72,-72,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:11,B4:0B:44:F3:74:66,smartisan,7.1.1,29889,0,0,330510,0,0,3,0
330,510,0,-75,-75,-80,-76,-68,-72,-72,-72,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:11,B4:0B:44:F3:74:66,smartisan,7.1.1,29889,0,0,330510,0,0,3,0
330,510,0,-76,-75,-79,-76,-71,-72,-72,-72,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:11,B4:0B:44:F3:74:66,smartisan,7.1.1,29889,0,0,330510,0,0,3,0
330,510,0,-76,-75,-82,-83,-71,-71,-74,-72,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:11,B4:0B:44:F3:74:66,smartisan,7.1.1,29889,0,0,330510,0,0,3,0
330,510,0,-76,-76,-84,-84,-71,-71,-74,-73,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:11,B4:0B:44:F3:74:66,smartisan,7.1.1,29889,0,0,330510,0,0,3,0
330,510,0,-76,-79,-82,-83,-75,-71,-75,-77,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:11,B4:0B:44:F3:74:66,smartisan,7.1.1,29889,0,0,330510,0,0,3,0
210,510,0,-82,-71,-66,-83,-79,-73,-80,-81,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021/12/28 20:43,B4:0B:44:F3:74:66,smartisan,7.1.1,29967,0,0,210510,1,0,4,4
210,510,0,-84,-68,-66,-80,-80,-74,-78,-81,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021/12/28 20:43,B4:0B:44:F3:74:66,smartisan,7.1.1,29967,0,0,210510,1,0,4,4
210,510,0,-82,-71,-66,-80,-82,-76,-81,-79,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021/12/28 20:43,B4:0B:44:F3:74:66,smartisan,7.1.1,29835,0,0,210510,1,0,4,4
210,510,0,-84,-71,-66,-83,-80,-74,-79,-79,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021/12/28 20:43,B4:0B:44:F3:74:66,smartisan,7.1.1,29835,0,0,210510,1,0,4,4
210,510,0,-80,-73,-64,-83,-79,-75,-80,-78,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021/12/28 20:45,B4:0B:44:F3:74:66,smartisan,7.1.1,29923,0,0,210510,1,0,4,4
210,510,0,-87,-68,-72,-78,-82,-77,-80,-77,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021/12/28 20:45,B4:0B:44:F3:74:66,smartisan,7.1.1,29923,0,0,210510,1,0,4,4
210,510,0,-80,-68,-73,-81,-78,-74,-81,-80,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021/12/28 20:46,B4:0B:44:F3:74:66,smartisan,7.1.1,29956,0,0,210510,1,0,4,4
210,510,0,-88,-68,-73,-83,-79,-76,-78,-79,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021/12/28 20:46,B4:0B:44:F3:74:66,smartisan,7.1.1,29956,0,0,210510,1,0,4,4
210,510,0,-82,-70,-73,-83,-78,-75,-84,-80,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021/12/28 20:46,B4:0B:44:F3:74:66,smartisan,7.1.1,29956,0,0,210510,1,0,4,4
210,510,0,-84,-69,-75,-82,-80,-77,-74,-68,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021/12/31 11:37,B4:0B:44:F3:74:66,smartisan,7.1.1,29986,0,0,210510,1,0,3,3
210,510,0,-74,-67,-73,-84,-77,-77,-71,-69,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2021/12/31 11:37,B4:0B:44:F3:74:66,smartisan,7.1.1,29986,0,0,210510,1,0,0,1
210,510,0,-90,-68,-82,-90,-74,-67,-70,-70,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:12,B4:0B:44:F3:74:66,smartisan,7.1.1,29960,0,0,210510,1,0,2,2
210,510,0,-88,-69,-78,-80,-75,-68,-71,-69,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:12,B4:0B:44:F3:74:66,smartisan,7.1.1,29960,0,0,210510,1,0,2,2
210,510,0,-86,-68,-79,-83,-78,-66,-72,-67,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:12,B4:0B:44:F3:74:66,smartisan,7.1.1,29960,0,0,210510,1,0,2,2
210,510,0,-80,-68,-79,-81,-77,-68,-72,-66,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:12,B4:0B:44:F3:74:66,smartisan,7.1.1,29960,0,0,210510,1,0,5,0
210,510,0,-80,-68,-78,-82,-78,-68,-76,-71,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:12,B4:0B:44:F3:74:66,smartisan,7.1.1,29960,0,0,210510,1,0,5,0
210,510,0,-80,-66,-79,-90,-75,-66,-71,-64,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:12,B4:0B:44:F3:74:66,smartisan,7.1.1,29960,0,0,210510,1,0,5,0
210,510,0,-80,-66,-79,-85,-86,-66,-72,-64,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:12,B4:0B:44:F3:74:66,smartisan,7.1.1,29960,0,0,210510,1,0,5,0
210,510,0,-79,-66,-79,-83,-84,-66,-72,-64,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:12,B4:0B:44:F3:74:66,smartisan,7.1.1,29960,0,0,210510,1,0,5,0
210,510,0,-81,-66,-79,-83,-84,-66,-71,-65,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:12,B4:0B:44:F3:74:66,smartisan,7.1.1,29960,0,0,210510,1,0,5,0
210,510,0,-79,-66,-76,-84,-84,-66,-72,-64,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:12,B4:0B:44:F3:74:66,smartisan,7.1.1,29960,0,0,210510,1,0,5,0
210,510,0,-72,-66,-76,-89,-89,-66,-71,-64,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:12,B4:0B:44:F3:74:66,smartisan,7.1.1,29960,0,0,210510,1,0,5,0
210,510,0,-86,-68,-84,-87,-84,-76,-72,-71,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:13,B4:0B:44:F3:74:66,smartisan,7.1.1,29976,0,0,210510,1,0,3,3
210,510,0,-96,-66,-79,-86,-85,-72,-73,-70,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:13,B4:0B:44:F3:74:66,smartisan,7.1.1,29976,0,0,210510,1,0,2,2
210,510,0,-92,-68,-80,-83,-78,-70,-73,-70,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:13,B4:0B:44:F3:74:66,smartisan,7.1.1,29976,0,0,210510,1,0,2,2
210,510,0,-89,-67,-82,-83,-77,-72,-73,-69,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:13,B4:0B:44:F3:74:66,smartisan,7.1.1,29976,0,0,210510,1,0,2,2
210,510,0,-96,-68,-78,-82,-78,-67,-73,-68,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:13,B4:0B:44:F3:74:66,smartisan,7.1.1,29976,0,0,210510,1,0,2,2
210,510,0,-81,-66,-78,-81,-78,-66,-73,-69,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:13,B4:0B:44:F3:74:66,smartisan,7.1.1,29976,0,0,210510,1,0,5,0
210,510,0,-80,-66,-78,-83,-78,-66,-72,-65,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:13,B4:0B:44:F3:74:66,smartisan,7.1.1,29976,0,0,210510,1,0,5,0
210,510,0,-80,-66,-78,-83,-76,-67,-72,-64,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:13,B4:0B:44:F3:74:66,smartisan,7.1.1,29976,0,0,210510,1,0,5,0
210,510,0,-82,-68,-80,-84,-79,-74,-71,-68,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,null100100100100100100100100000000000000000000000000000000000000,2022/1/6 14:14,B4:0B:44:F3:74:66,smartisan,7.1.1,29816,0,0,210510,1,0,3,3
